,category,states_name_en,region_en,unique_number,id_no,rev_bis,name_en,short_description_en,justification_en,date_inscribed,secondary_dates,danger,date_end,danger_list,longitude,latitude,area_hectares,criteria_txt,category_short,iso_code,udnp_code,transboundary,yes
889,Natural,Spain,Europe and North America,810,685,Bis,Doñana National Park," Doñana National Park in Andalusia occupies the right bank of the Guadalquivir river at its estuary on the Atlantic Ocean. It is notable for the great diversity of its biotopes, especially lagoons, marshlands, fixed and mobile dunes, scrub woodland and maquis. It is home to five threatened bird species. It is one of the largest heronries in the Mediterranean region and is the wintering site for more than 500,000 water fowl each year. ",,1994,2005,0,,,-6.358861,36.9477,54251.7,(vii)(ix)(x),N,es,esp,0,True
890,Cultural,Spain,Europe and North America,924,781,,Historic Walled Town of Cuenca," Built by the Moors in a defensive position at the heart of the Caliphate of Cordoba, Cuenca is an unusually well-preserved medieval fortified city. Conquered by the Castilians in the 12th century, it became a royal town and bishopric endowed with important buildings, such as Spain's first Gothic cathedral, and the famous <em>casas colgadas</em> (hanging houses), suspended from sheer cliffs overlooking the Huécar river. Taking full advantage of its location, the city towers above the magnificent countryside. ", The Committee decided to inscribe the nominated property on the basis of cultural criteria (ii) and (v) considering that the site is of outstanding universal value as it is an exceptional example of the medieval fortress town that has preserved its original townscape remarkably intact along with many excellent examples of religious and secular architecture from the 12th to the 18th centuries. It is also exceptional because the walled town blends into and enhances the fine rural and natural landscape within which it is situated. ,1996,,0,,,-2.13174,40.07662,22.79,(ii)(v),C,es,esp,0,True
891,Cultural,Spain,Europe and North America,925,782,,La Lonja de la Seda de Valencia," Built between 1482 and 1533, this group of buildings was originally used for trading in silk (hence its name, the Silk Exchange) and it has always been a centre for commerce. It is a masterpiece of late Gothic architecture. The grandiose Sala de Contratación (Contract or Trading Hall), in particular, illustrates the power and wealth of a major Mediterranean mercantile city in the 15th and 16th centuries. "," The Committee decided to inscribe the nominated property on the basis of cultural criteria (i) and (iv), considering that the site is of outstanding universal value as it is a wholly exceptional example of a secular building in late Gothic style, which dramatically illustrates the power and wealth of one of the great Mediterranean mercantile cities. ",1996,,0,,,-0.378444444,39.47441667,0.2,(i)(iv),C,es,esp,0,True
892,Cultural,Spain,Europe and North America,949,803,,Las Médulas," In the 1st century A.D. the Roman Imperial authorities began to exploit the gold deposits of this region in north-west Spain, using a technique based on hydraulic power. After two centuries of working the deposits, the Romans withdrew, leaving a devastated landscape. Since there was no subsequent industrial activity, the dramatic traces of this remarkable ancient technology are visible everywhere as sheer faces in the mountainsides and the vast areas of tailings, now used for agriculture. "," The Committee decided to inscribe this property on the basis of criteria (i), (ii), (iii) and (iv), considering that the Las Médulas gold-mining area is an outstanding example of innovative Roman technology, in which all the elements of the ancient landscape, both industrial and domestic, have survived to an exceptional degree. ",1997,,0,,,-6.77075,42.46939,2208.2,(i)(ii)(iii)(iv),C,es,esp,0,True
893,Cultural,Spain,Europe and North America,1631,804,Bis,"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona"," These are two of the finest contributions to Barcelona's architecture by the Catalan art nouveau architect Lluís Domènech i Montaner. The Palau de la Música Catalana is an exuberant steel-framed structure full of light and space, and decorated by many of the leading designers of the day. The Hospital de Sant Pau is equally bold in its design and decoration, while at the same time perfectly adapted to the needs of the sick. "," The Committee decided to inscribe these two properties on the basis of criteria (i), (ii) and (iv), considering that the Palau de la Música Catalana and the Hospital de Sant Pau in Barcelona are masterpieces of the imaginative and exuberant Art Nouveau that flowered in early 20th century Barcelona. ",1997,,0,,,2.175,41.38778,6.87,(i)(ii)(iv),C,es,esp,0,True
894,Cultural,Spain,Europe and North America,951,805,,San Millán Yuso and Suso Monasteries," The monastic community founded by St Mill&aacute;n in the mid-6th century became a place of pilgrimage. A fine Romanesque church built in honour of the holy man still stands at the site of Suso. It was here that the first literature was produced in Castilian, from which one of the most widely spoken languages in the world today is derived. In the early 16th century the community was housed in the fine new monastery of Yuso, below the older complex; it is still a thriving community today. "," The Committee decided to inscribe this property on the basis of criteria (ii), (iv) and (vi), considering that the Monasteries of Suso and Yuso at San Mill&aacute;n de la Cogolla are exceptional testimony to the introduction and continuous survival of Christian monasticism, from the 6th century to the present day. The property is also of outstanding associative significance as the birthplace of the modern written and spoken Spanish language. ",1997,,0,,,-2.86496,42.32586,19.01,(ii)(iv)(vi),C,es,esp,0,True
895,Cultural,Spain,Europe and North America,1026,874,,Rock Art of the Mediterranean Basin on the Iberian Peninsula, The late prehistoric rock-art sites of the Mediterranean seaboard of the Iberian peninsula form an exceptionally large group. Here the way of life during a critical phase of human development is vividly and graphically depicted in paintings whose style and subject matter are unique. ," <em>Criterion (iii):</em> The corpus of late prehistoric mural paintings in the Mediterranean basin of eastern Spain is the largest group of rock-art sites anywhere in Europe, and provides an exceptional picture of human life in a seminal period of human cultural evolution. ",1998,,0,,,-1.03331,39.78995,0.0,(iii),C,es,esp,0,True
896,Cultural,Spain,Europe and North America,1027,875,Rev,Archaeological Ensemble of Tárraco," Tárraco (modern-day Tarragona) was a major administrative and mercantile city in Roman Spain and the centre of the Imperial cult for all the Iberian provinces. It was endowed with many fine buildings, and parts of these have been revealed in a series of exceptional excavations. Although most of the remains are fragmentary, many preserved beneath more recent buildings, they present a vivid picture of the grandeur of this Roman provincial capital. "," <em>Criterion (ii):</em> The Roman remains of Tárraco are of exceptional importance in the development of Roman urban planning and design and served as the model for provincial capitals elsewhere in the Roman world. 
 <em>Criterion (iii):</em> Tárraco provides eloquent and unparalleled testimony to a significant stage in the history of the Mediterranean lands in antiquity. ",2000,,0,,,1.259305556,41.11472222,32.65,(ii)(iii),C,es,esp,0,True
897,Cultural,Spain,Europe and North America,1028,876,,University and Historic Precinct of Alcalá de Henares," Founded by Cardinal Jiménez de Cisneros in the early 16th century, Alcalá de Henares was the world's first planned university city. It was the original model for the Civitas Dei (City of God), the ideal urban community which Spanish missionaries brought to the Americas. It also served as a model for universities in Europe and elsewhere. "," <em>Criterion (ii):</em> Alcalá de Henares was the first city to be designed and built solely as the seat of a university, and was to serve as the model for other centres of learning in Europe and the Americas. 
 <em>Criterion (iv):</em> The concept of the ideal city, the City of God (Civitas Dei), was first given material expression in Alcalá de Henares, from where it was widely diffused throughout the world. 
 <em>Criterion (vi):</em> The contribution of Alcalá de Henares to the intellectual development of humankind finds expression in its materialization of the Civitas Dei, in the advances in linguistics that took place there, not least in the definition of the Spanish language, and through the work of its great son, Miguel de Cervantes Saavedra and his masterpiece, Don Quixote. ",1998,,0,,,-3.368055556,40.48138889,0.0,(ii)(iv)(vi),C,es,esp,0,True
898,Cultural,Spain,Europe and North America,1084,929,,San Cristóbal de La Laguna," San Crist&oacute;bal de La Laguna, in the Canary Islands, has two nuclei: the original, unplanned Upper Town; and the Lower Town, the first ideal 'city-territory' laid out according to philosophical principles. Its wide streets and open spaces have a number of fine churches and public and private buildings dating from the 16th to the 18th century. "," <em>Criteria (ii) and (iv):</em> San Crist&oacute;bal de la Laguna was the first non-fortified Spanish colonial town, and its layout provided the model for many colonial towns in the Americas. ",1999,,0,,,-16.31177778,28.47788889,60.38,(ii)(iv),C,es,esp,0,True
899,Cultural,Spain,Europe and North America,1085,930,,Palmeral of Elche," The Palmeral of Elche, a landscape of groves of date palms, was formally laid out, with elaborate irrigation systems, at the time the Muslim city of Elche was erected, towards the end of the tenth century A.C., when much of the Iberian peninsula was Arab. The Palmeral is an oasis, a system for agrarian production in arid areas. It is also a unique example of Arab agricultural practices on the European continent. Cultivation of date palms in Elche is known at least since the Iberian times, dating around the fifth century B.C. "," <em>Criterion (ii):</em> The Palmeral (palm groves) of Elche represent a remarkable example of the transference of a characteristic landscape from one culture and continent to another, in this case from North Africa to Europe. 
 <em>Criterion (v):</em> The palm grove or garden is a typical feature of the North African landscape which was brought to Europe during the Islamic occupation of much of the Iberian peninsula and has survived to the present day. The ancient irrigation system, which is still functioning, is of special interest. ",2000,,0,,,-0.716666667,38.26666667,0.0,(ii)(v),C,es,esp,0,True
900,Cultural,Spain,Europe and North America,1151,987,,Roman Walls of Lugo, The walls of Lugo were built in the later part of the 3rd century to defend the Roman town of Lucus. The entire circuit survives intact and is the finest example of late Roman fortifications in western Europe. , <em>Criterion (iv):</em> The Roman walls of Lugo are the finest surviving example of late Roman military fortifications. ,2000,,0,,,-7.55333,43.01111,1.68,(iv),C,es,esp,0,True
901,Cultural,Spain,Europe and North America,1152,988,,Catalan Romanesque Churches of the Vall de Boí," The narrow Vall de Boí is situated in the high Pyrénées, in the Alta Ribagorça region and is surrounded by steep mountains. Each village in the valley contains a Romanesque church, and is surrounded by a pattern of enclosed fields. There are extensive seasonally-used grazing lands on the higher slopes. "," <em>Criterion (ii):</em> The significant developments in Romanesque art and architecture in the churches of the Vall de Boí testify to profound cultural interchange across medieval Europe, and in particular across the mountain barrier of the Pyrenees. 
 <em>Criterion (iv):</em> The Churches of the Vall de Boí are an especially pure and consistent example of Romanesque art in a virtually untouched rural setting. ",2000,,0,,,0.803611111,42.50472222,7.98,(ii)(iv),C,es,esp,0,True
902,Cultural,Spain,Europe and North America,1153,989,,Archaeological Site of Atapuerca," The caves of the Sierra de Atapuerca contain a rich fossil record of the earliest human beings in Europe, from nearly one million years ago and extending up to the Common Era. They represent an exceptional reserve of data, the scientific study of which provides priceless information about the appearance and the way of life of these remote human ancestors. "," <em>Criterion (iii):</em> The earliest and most abundant evidence of humankind in Europe is to be found in the caves of the Sierra de Atapuerca. 
 <em>Criterion (v):</em> The fossil remains in the Sierra de Atapuerca constitute an exceptional reserve of information about the physical nature and the way of life of the earliest human communities in Europe. ",2000,,0,,,-3.547222222,42.37138889,284.119,(iii)(v),C,es,esp,0,True
903,Cultural,Spain,Europe and North America,1218,1044,,Aranjuez Cultural Landscape," The Aranjuez cultural landscape is an entity of complex relationships: between nature and human activity, between sinuous watercourses and geometric landscape design, between the rural and the urban, between forest landscape and the delicately modulated architecture of its palatial buildings. Three hundred years of royal attention to the development and care of this landscape have seen it express an evolution of concepts from humanism and political centralization, to characteristics such as those found in its 18th century French-style Baroque garden, to the urban lifestyle which developed alongside the sciences of plant acclimatization and stock-breeding during the Age of Enlightenment. "," <em>Criterion ii</em> : Aranjuez represents the coming together of diverse cultural influences to create a cultural landscape that had a formative influence on further developments in this field. 
 <em>Criterion iv</em> : The complex designed cultural landscape of Aranjuez, derived from a variety of sources, mark a seminal stage in the development of landscape design. ",2001,,0,,,-3.60934,40.03645,2047.5601,(ii)(iv),C,es,esp,0,True
904,Cultural,Spain,Europe and North America,1394,1217,,Vizcaya Bridge," Vizcaya Bridge straddles the mouth of the Ibaizabal estuary, west of Bilbao. It was designed by the Basque architect Alberto de Palacio and completed in 1893. The 45-m-high bridge with its span of 160 m, merges 19th-century ironworking traditions with the then new lightweight technology of twisted steel ropes. It was the first bridge in the world to carry people and traffic on a high suspended gondola and was used as a model for many similar bridges in Europe, Africa and the America only a few of which survive. With its innovative use of lightweight twisted steel cables, it is regarded as one of the outstanding architectural iron constructions of the Industrial Revolution. ",,2006,,0,,,-3.016833333,43.323175,0.8595,(i)(ii),C,es,esp,0,True
905,Natural,Spain,Europe and North America,1435,1258,,Teide National Park," Situated on the island of Tenerife, Teide National Park features the Teide-Pico Viejo stratovolcano that, at 3,718 m, is the highest peak on Spanish soil. Rising 7,500 m above the ocean floor, it is regarded as the world&rsquo;s third-tallest volcanic structure and stands in a spectacular environment. The visual impact of the site is all the greater due to atmospheric conditions that create constantly changing textures and tones in the landscape and a &lsquo;sea of clouds&rsquo; that forms a visually impressive backdrop to the mountain. Teide is of global importance in providing evidence of the geological processes that underpin the evolution of oceanic islands. ",,2007,,0,,,-16.64361111,28.27138889,18990.0,(vii)(viii),N,es,esp,0,True
906,Cultural,Spain,Europe and North America,1616,1312,,Tower of Hercules," The Tower of Hercules has served as a lighthouse and landmark at the entrance of La Coruña harbour in north-western Spain since the late 1st century A.D. when the Romans built the Farum Brigantium. The Tower, built on a 57 metre high rock, rises a further 55 metres, of which 34 metres correspond to the Roman masonry and 21 meters to the restoration directed by architect Eustaquio Giannini in the 18<sup>th</sup> century, who augmented the Roman core with two octagonal forms. Immediately adjacent to the base of the Tower, is a small rectangular Roman building. The site also features a sculpture park, the Monte dos Bicos rock carvings from the Iron Age and a Muslim cemetery. The Roman foundations of the building were revealed in excavations conducted in the 1990s. Many legends from the Middle Ages to the 19th century surround the Tower of Hercules, which is unique as it is the only lighthouse of Greco-Roman antiquity to have retained a measure of structural integrity and functional continuity. ",,2009,,0,,,-8.406388889,43.38583333,233.0,(iii),C,es,esp,0,True
907,Cultural,Spain,Europe and North America,1781,1371,,Cultural Landscape of the Serra de Tramuntana, The Cultural Landscape of the Serra de Tramuntana located on a sheer-sided mountain range parallel to the north-western coast of the island of Mallorca. Millennia of agriculture in an environment with scarce resources has transformed the terrain and displays an articulated network of devices for the management of water revolving around farming units of feudal origins. The landscape is marked by agricultural terraces and inter-connected water works - including water mills - as well as dry stone constructions and farms. ,,2011,,0,,,2.694722222,39.73083333,30745.0,(ii)(iv)(v),C,es,esp,0,True
908,Cultural,Spain,Europe and North America,2088,1501,,Antequera Dolmens Site," Located at the heart of Andalusia in southern Spain, the site comprises three megalithic monuments: the Menga and Viera dolmens and the <i>Tholos</i> of El Romeral, and two natural monuments: La Peña de los Enamorados and El Torcal mountainous formations, which are landmarks within the property. Built during the Neolithic and Bronze Age out of large stone blocks, these monuments form chambers with lintelled roofs or false cupolas. These three tombs, buried beneath their original earth tumuli, are one of the most remarkable architectural works of European prehistory and one of the most important examples of European Megalithism. ",,2016,,0,,,-4.544444444,37.025,2446.3,(i)(iii)(iv),C,es,esp,0,True
909,Cultural,Spain,Europe and North America,2225,1560,,Caliphate City of Medina Azahara," The Caliphate city of Medina Azahara is an archaeological site of a city built in the mid-10th century CE by the Umayyad dynasty as the seat of the Caliphate of Cordoba. After prospering for several years, it was laid to waste during the civil war that put an end to the Caliphate in 1009-1010. The remains of the city were forgotten for almost 1,000 years until their rediscovery in the early 20th century. This complete urban ensemble features infrastructure such as roads, bridges, water systems, buildings, decorative elements and everyday objects. It provides in-depth knowledge of the now vanished Western Islamic civilization of Al-Andalus, at the height of its splendour. ",,2018,,0,,,-4.867694444,37.88588889,111.0,(iii)(iv),C,es,esp,0,True
910,Cultural,Spain,Europe and North America,2263,1578,,Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,"Located in a vast mountainous area in the centre of Gran Canaria, Risco Caído comprises cliffs, ravines and volcanic formations in a landscape of rich biodiversity. The landscape includes a large number of troglodyte settlements — habitats, granaries and cisterns — whose age is proof of the presence of a pre-Hispanic culture on the island, which has evolved in isolation, from the arrival of North African Berbers, around the beginning of our era, until the first Spanish settlers in the 15<sup>th</sup> century. The troglodyte complex also includes cult cavities and two sacred temples, or <em>almogarenes </em>— Risco Caído and Roque Bentayga — where seasonal ceremonies were held. These temples are thought to be linked to a possible cult of the stars and “Mother Earth.”",,2019,,0,,,-15.66119444,28.04438889,9425.0,(iii)(v),C,es,esp,0,True
996,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,2178,369,,Giant's Causeway and Causeway Coast," The Giant's Causeway lies at the foot of the basalt cliffs along the sea coast on the edge of the Antrim plateau in Northern Ireland. It is made up of some 40,000 massive black basalt columns sticking out of the sea. The dramatic sight has inspired legends of giants striding over the sea to Scotland. Geological studies of these formations over the last 300 years have greatly contributed to the development of the earth sciences, and show that this striking landscape was caused by volcanic activity during the Tertiary, some 50–60 million years ago. ",,1986,,0,,,-6.485277778,55.25,239.405,(vii)(viii),N,gb,gbr,0,True
997,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1634,370,Bis,Durham Castle and Cathedral," Durham Cathedral was built in the late 11th and early 12th centuries to house the relics of St Cuthbert (evangelizer of Northumbria) and the Venerable Bede. It attests to the importance of the early Benedictine monastic community and is the largest and finest example of Norman architecture in England. The innovative audacity of its vaulting foreshadowed Gothic architecture. Behind the cathedral stands the castle, an ancient Norman fortress which was the residence of the prince-bishops of Durham. ",,1986,,0,,,-1.576111111,54.77472222,8.79,(ii)(iv)(vi),C,gb,gbr,0,True
998,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,425,371,,Ironbridge Gorge," Ironbridge is known throughout the world as the symbol of the Industrial Revolution. It contains all the elements of progress that contributed to the rapid development of this industrial region in the 18th century, from the mines themselves to the railway lines. Nearby, the blast furnace of Coalbrookdale, built in 1708, is a reminder of the discovery of coke. The bridge at Ironbridge, the world's first bridge constructed of iron, had a considerable influence on developments in the fields of technology and architecture. ",,1986,,0,,,-2.472777778,52.62638889,547.9,(i)(ii)(iv)(vi),C,gb,gbr,0,True
999,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1930,372,Bis,Studley Royal Park including the Ruins of Fountains Abbey," In the 18th century a designed landscape of exceptional beauty was created around the ruins of the Cistercian Fountains Abbey, in Yorkshire. The spectacular ruins of the 12th century abbey and water mill, the Jacobean mansion of Fountains Hall, the Victorian masterpiece St Mary’s Church and one of the most magnificent Georgian water gardens ever created, make this a landscape of outstanding merit. ",,1986,,0,,,-1.573055556,54.11611111,310.0,(i)(iv),C,gb,gbr,0,True
1000,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1633,373,Bis,"Stonehenge, Avebury and Associated Sites"," Stonehenge and Avebury, in Wiltshire, are among the most famous groups of megaliths in the world. The two sanctuaries consist of circles of menhirs arranged in a pattern whose astronomical significance is still being explored. These holy places and the nearby Neolithic sites are an incomparable testimony to prehistoric times. ",,1986,,0,,,-1.825277778,51.17888889,4985.4,(i)(ii)(iii),C,gb,gbr,0,True
1001,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,429,374,,Castles and Town Walls of King Edward in Gwynedd," The castles of Beaumaris and Harlech (largely the work of the greatest military engineer of the time, James of St George) and the fortified complexes of Caernarfon and Conwy are located in the former principality of Gwynedd, in north Wales. These extremely well-preserved monuments are examples of the colonization and defence works carried out throughout the reign of Edward I (1272&ndash;1307) and the military architecture of the time. ",,1986,,0,,,-4.276944444,53.13972222,6.0,(i)(iii)(iv),C,gb,gbr,0,True
1002,Mixed,United Kingdom of Great Britain and Northern Ireland,Europe and North America,2202,387,,St Kilda," This volcanic archipelago, with its spectacular landscapes, is situated off the coast of the Hebrides and comprises the islands of Hirta, Dun, Soay and Boreray. It has some of the highest cliffs in Europe, which have large colonies of rare and endangered species of birds, especially puffins and gannets. The archipelago, uninhabited since 1930, bears the evidence of more than 2,000 years of human occupation in the extreme conditions prevalent in the Hebrides. Human vestiges include built structures and field systems, the cleits and the traditional Highland stone houses. They feature the vulnerable remains of a subsistence economy based on the products of birds, agriculture and sheep farming. ",,1986,"2004, 2005",0,,,-8.576666667,57.81722222,24201.4004,(iii)(v)(vii)(ix)(x),M,gb,gbr,0,True
1003,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,2171,422,,The English Lake District," Located in northwest England, the English Lake District is a mountainous area, whose valleys have been modelled by glaciers in the Ice Age and subsequently shaped by an agro-pastoral land-use system characterized by fields enclosed by walls. The combined work of nature and human activity has produced a harmonious landscape in which the mountains are mirrored in the lakes. Grand houses, gardens and parks have been purposely created to enhance the landscape’s beauty. This landscape was greatly appreciated from the 18th century onwards by the Picturesque and later Romantic movements, which celebrated it in paintings, drawings and words. It also inspired an awareness of the importance of beautiful landscapes and triggered early efforts to preserve them. ",,2017,,0,,,-3.082416667,54.47661111,229205.19,(ii)(v)(vi),C,gb,gbr,0,True
1004,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,492,425,,Blenheim Palace," Blenheim Palace, near Oxford, stands in a romantic park created by the famous landscape gardener 'Capability' Brown. It was presented by the English nation to John Churchill, first Duke of Marlborough, in recognition of his victory in 1704 over French and Bavarian troops. Built between 1705 and 1722 and characterized by an eclectic style and a return to national roots, it is a perfect example of an 18th-century princely dwelling. ",,1987,,0,,,-1.361388889,51.84194444,0.0,(ii)(iv),C,gb,gbr,0,True
1005,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1635,426,Bis,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church," Westminster Palace, rebuilt from the year 1840 on the site of important medieval remains, is a fine example of neo-Gothic architecture. The site &ndash; which also comprises the small medieval Church of Saint Margaret, built in Perpendicular Gothic style, and Westminster Abbey, where all the sovereigns since the 11th century have been crowned &ndash; is of great historic and symbolic significance. ",,1987,,0,,,-0.128611111,51.49972222,10.26,(i)(ii)(iv),C,gb,gbr,0,True
1006,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,495,428,,City of Bath," Founded by the Romans as a thermal spa, Bath became an important centre of the wool industry in the Middle Ages. In the 18th century, under George III, it developed into an elegant town with neoclassical Palladian buildings, which blend harmoniously with the Roman baths. ",,1987,,0,,,-2.358611111,51.38138889,2900.0,(i)(ii)(iv),C,gb,gbr,0,True
1007,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,497,429,Rev,New Lanark," New Lanark is a small 18th- century village set in a sublime Scottish landscape where the philanthropist and Utopian idealist Robert Owen moulded a model industrial community in the early 19th century. The imposing cotton mill buildings, the spacious and well-designed workers' housing, and the dignified educational institute and school still testify to Owen's humanism. "," <em>Criterion (ii):</em> When Richard Arkwright&rsquo;s new factory system for textile production was brought to New Lanark the need to provide housing and other facilities to the workers and managers was recognized. It was there that Robert Owen created a model for industrial communities that was to spread across the world in the 19th and 20th centuries. 
 <em>Criterion (iv):</em> New Lanark saw the construction not only of well designed and equipped workers&rsquo; housing but also public buildings designed to improve their spiritual as well as their physical needs. 
 <em>Criterion (vi):</em> The name of New Lanark is synonymous with that of Robert Owen and his social philosophy in matters such as progressive education, factory reform, humane working practices, international cooperation, and garden cities, which was to have a profound influence on social developments throughout the 19th century and beyond. ",2001,,0,,,-3.783055556,55.66333333,146.0,(ii)(iv)(vi),C,gb,gbr,0,True
1008,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,566,487,,Henderson Island," Henderson Island, which lies in the eastern South Pacific, is one of the few atolls in the world whose ecology has been practically untouched by a human presence. Its isolated location provides the ideal context for studying the dynamics of insular evolution and natural selection. It is particularly notable for the 10 plants and four land birds that are endemic to the island. ",,1988,,0,,,-128.3333333,-24.36666667,3700.0,(vii)(x),N,gb,gbr,0,True
1009,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,567,488,,Tower of London," The massive White Tower is a typical example of Norman military architecture, whose influence was felt throughout the kingdom. It was built on the Thames by William the Conqueror to protect London and assert his power. The Tower of London &ndash; an imposing fortress with many layers of history, which has become one of the symbols of royalty &ndash; was built around the White Tower. ",,1988,,0,,,-0.076111111,51.50805556,0.0,(ii)(iv),C,gb,gbr,0,True
1010,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,578,496,,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church"," Canterbury, in Kent, has been the seat of the spiritual head of the Church of England for nearly five centuries. Canterbury's other important monuments are the modest Church of St Martin, the oldest church in England; the ruins of the Abbey of St Augustine, a reminder of the saint's evangelizing role in the Heptarchy from 597; and Christ Church Cathedral, a breathtaking mixture of Romanesque and Perpendicular Gothic, where Archbishop Thomas Becket was murdered in 1170. ",,1988,,0,,,1.083333333,51.28,18.17,(i)(ii)(vi),C,gb,gbr,0,True
1011,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,2125,514,,Heart of Neolithic Orkney," The group of Neolithic monuments on Orkney consists of a large chambered tomb (Maes Howe), two ceremonial stone circles (the Stones of Stenness and the Ring of Brodgar) and a settlement (Skara Brae), together with a number of unexcavated burial, ceremonial and settlement sites. The group constitutes a major prehistoric cultural landscape which gives a graphic depiction of life in this remote archipelago in the far north of Scotland some 5,000 years ago. "," <em>Criteria (i), (ii), (iii), and (iv):</em> The monuments of Orkney, dating back to 3000-2000 BC, are outstanding testimony to the cultural achievements of the Neolithic peoples of northern Europe. ",1999,,0,,,-3.188666667,58.99605556,15.0,(i)(ii)(iii)(iv),C,gb,gbr,0,True
1012,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,860,728,,Old and New Towns of Edinburgh," Edinburgh has been the Scottish capital since the 15th century. It has two distinct areas: the Old Town, dominated by a medieval fortress; and the neoclassical New Town, whose development from the 18th century onwards had a far-reaching influence on European urban planning. The harmonious juxtaposition of these two contrasting historic areas, each with many important buildings, is what gives the city its unique character. ",,1995,,0,,,-3.216666667,55.95,0.0,(ii)(iv),C,gb,gbr,0,True
1013,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,874,740,Bis,Gough and Inaccessible Islands," The site, located in the south Atlantic, is one of the least-disrupted island and marine ecosystems in the cool temperate zone. The spectacular cliffs of Gough and Inaccessible Islands, towering above the ocean, are free of introduced mammals and home to one of the world’s largest colonies of sea birds. Gough Island is home to two endemic species of land birds, the gallinule and the Gough rowettie, as well as to 12 endemic species of plants, while Inaccessible Island boasts two birds, eight plants and at least 10 invertebrates endemic to the island. ",,1995,2004,0,,,-9.928611111,-40.32472222,7900.0,(vii)(x),N,gb,gbr,0,True
1014,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,939,795,,Maritime Greenwich," The ensemble of buildings at Greenwich, an outlying district of London, and the park in which they are set, symbolize English artistic and scientific endeavour in the 17th and 18th centuries. The Queen's House (by Inigo Jones) was the first Palladian building in England, while the complex that was until recently the Royal Naval College was designed by Christopher Wren. The park, laid out on the basis of an original design by André Le Nôtre, contains the Old Royal Observatory, the work of Wren and the scientist Robert Hooke. "," The Committee decided to inscribe this property on the basis of cultural <em>criteria (i), (ii), (iv) and (vi)</em>, considering that the public and private buildings and the Royal Park at Greenwich form an exceptional ensemble that bears witness to human artistic and scientific endeavour of the highest quality, to European architecture at an important stage of its evolution, and to the creation of a landscape that integrates nature and culture in a harmonious whole. ",1997,,0,,,-0.003777778,51.48116667,109.5,(i)(ii)(iv)(vi),C,gb,gbr,0,True
1015,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1147,983,,"Historic Town of St George and Related Fortifications, Bermuda"," The Town of St George, founded in 1612, is an outstanding example of the earliest English urban settlement in the New World. Its associated fortifications graphically illustrate the development of English military engineering from the 17th to the 20th century, being adapted to take account of the development of artillery over this period. "," <em>Criterion (iv):</em> The Historic Town of St George with its related fortifications is an outstanding example of a continuously occupied, fortified, colonial town dating from the early 17th century and the oldest English town in the New World. ",2000,,0,,,-64.67777778,32.37944444,257.5,(iv),C,gb,gbr,0,True
1016,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1148,984,,Blaenavon Industrial Landscape," The area around Blaenavon is evidence of the pre-eminence of South Wales as the world's major producer of iron and coal in the 19th century. All the necessary elements can still be seen - coal and ore mines, quarries, a primitive railway system, furnaces, workers' homes, and the social infrastructure of their community. "," <em>Criterion (iii):</em> The Blaenavon landscape constitutes an exceptional illustration in material form of the social and economic structure of 19th century industry. 
 <em>Criterion (iv):</em> The components of the Blaenavon industrial landscape together make up an outstanding and remarkably complete example of a 19th century industrial landscape. ",2000,,0,,,-3.088055556,51.77638889,3290.0,(iii)(iv),C,gb,gbr,0,True
